gene_id	GO_terms_en	KEGG_pathways_en
ABBFA_003344		
ABBFA_003349		
ABBFA_003350		
ABBFA_003351		
ABBFA_003352		
ABBFA_003353		
def		
ABBFA_003355		
dprA		
ABBFA_003357	"tRNA binding (GO:0000049); nucleotide binding (GO:0000166); tRNA threonylcarbamoyladenosine modification (GO:0002949); molecular_function (GO:0003674); nucleic acid binding (GO:0003676); RNA binding (GO:0003723); double-stranded RNA binding (GO:0003725); catalytic activity (GO:0003824); binding (GO:0005488); ATP binding (GO:0005524); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); cytoplasm (GO:0005737); cytosol (GO:0005829); nucleobase-containing compound metabolic process (GO:0006139); RNA processing (GO:0006396); tRNA metabolic process (GO:0006399); tRNA modification (GO:0006400); regulation of translational fidelity (GO:0006450); obsolete cellular aromatic compound metabolic process (GO:0006725); obsolete nitrogen compound metabolic process (GO:0006807); tRNA processing (GO:0008033); obsolete drug binding (GO:0008144); biological_process (GO:0008150); metabolic process (GO:0008152); RNA modification (GO:0009451); cellular process (GO:0009987); gene expression (GO:0010467); RNA metabolic process (GO:0016070); transferase activity (GO:0016740); transferase activity, transferring phosphorus-containing groups (GO:0016772); nucleotidyltransferase activity (GO:0016779); purine nucleotide binding (GO:0017076); adenyl nucleotide binding (GO:0030554); ribonucleotide binding (GO:0032553); purine ribonucleotide binding (GO:0032555); adenyl ribonucleotide binding (GO:0032559); obsolete ncRNA processing (GO:0034470); obsolete cellular nitrogen compound metabolic process (GO:0034641); obsolete ncRNA metabolic process (GO:0034660); purine ribonucleoside triphosphate binding (GO:0035639); small molecule binding (GO:0036094); ion binding (GO:0043167); anion binding (GO:0043168); macromolecule metabolic process (GO:0043170); macromolecule modification (GO:0043412); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete intracellular part (GO:0044424); obsolete cytoplasmic part (GO:0044444); obsolete cell part (GO:0044464); obsolete heterocycle metabolic process (GO:0046483); L-threonylcarbamoyladenylate synthase activity (GO:0061710); biological regulation (GO:0065007); regulation of biological quality (GO:0065008); tRNA threonylcarbamoyladenosine metabolic process (GO:0070525); obsolete organic substance metabolic process (GO:0071704); nucleic acid metabolic process (GO:0090304); obsolete organic cyclic compound binding (GO:0097159); carbohydrate derivative binding (GO:0097367); nucleoside phosphate binding (GO:1901265); obsolete organic cyclic compound metabolic process (GO:1901360); heterocyclic compound binding (GO:1901363)"	
ABBFA_003358		
ABBFA_003359	transcription cis-regulatory region binding (GO:0000976); transcription regulatory region nucleic acid binding (GO:0001067); molecular_function (GO:0003674); nucleic acid binding (GO:0003676); DNA binding (GO:0003677); double-stranded DNA binding (GO:0003690); DNA-binding transcription factor activity (GO:0003700); binding (GO:0005488); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); cytoplasm (GO:0005737); cytosol (GO:0005829); regulation of DNA-templated transcription (GO:0006355); biological_process (GO:0008150); regulation of biosynthetic process (GO:0009889); negative regulation of biosynthetic process (GO:0009890); negative regulation of metabolic process (GO:0009892); obsolete response to inorganic substance (GO:0010035); response to metal ion (GO:0010038); regulation of gene expression (GO:0010468); regulation of macromolecule biosynthetic process (GO:0010556); negative regulation of macromolecule biosynthetic process (GO:0010558); negative regulation of macromolecule metabolic process (GO:0010605); negative regulation of gene expression (GO:0010629); regulation of nucleobase-containing compound metabolic process (GO:0019219); regulation of metabolic process (GO:0019222); obsolete regulation of cellular metabolic process (GO:0031323); obsolete negative regulation of cellular metabolic process (GO:0031324); obsolete regulation of cellular biosynthetic process (GO:0031326); obsolete negative regulation of cellular biosynthetic process (GO:0031327); response to chemical (GO:0042221); sequence-specific DNA binding (GO:0043565); GO:0044212; obsolete intracellular part (GO:0044424); obsolete cytoplasmic part (GO:0044444); obsolete cell part (GO:0044464); negative regulation of DNA-templated transcription (GO:0045892); negative regulation of nucleobase-containing compound metabolic process (GO:0045934); response to copper ion (GO:0046688); negative regulation of biological process (GO:0048519); negative regulation of cellular process (GO:0048523); regulation of biological process (GO:0050789); regulation of cellular process (GO:0050794); response to stimulus (GO:0050896); obsolete regulation of nitrogen compound metabolic process (GO:0051171); obsolete negative regulation of nitrogen compound metabolic process (GO:0051172); regulation of RNA metabolic process (GO:0051252); negative regulation of RNA metabolic process (GO:0051253); regulation of macromolecule metabolic process (GO:0060255); biological regulation (GO:0065007); regulation of primary metabolic process (GO:0080090); obsolete organic cyclic compound binding (GO:0097159); transcription regulator activity (GO:0140110); heterocyclic compound binding (GO:1901363); negative regulation of RNA biosynthetic process (GO:1902679); obsolete regulation of nucleic acid-templated transcription (GO:1903506); obsolete negative regulation of nucleic acid-templated transcription (GO:1903507); sequence-specific double-stranded DNA binding (GO:1990837); obsolete regulation of cellular macromolecule biosynthetic process (GO:2000112); obsolete negative regulation of cellular macromolecule biosynthetic process (GO:2000113); regulation of RNA biosynthetic process (GO:2001141)	
ABBFA_003360		
ABBFA_003361		
ABBFA_003362		ko00480; ko00590; ko04918; Glutathione metabolism (map00480); Arachidonic acid metabolism (map00590); Thyroid hormone synthesis (map04918)
ABBFA_003363		
atpC	"cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); nucleobase-containing compound metabolic process (GO:0006139); purine nucleotide metabolic process (GO:0006163); purine nucleotide biosynthetic process (GO:0006164); obsolete cellular aromatic compound metabolic process (GO:0006725); nucleoside phosphate metabolic process (GO:0006753); ATP biosynthetic process (GO:0006754); phosphorus metabolic process (GO:0006793); phosphate-containing compound metabolic process (GO:0006796); obsolete nitrogen compound metabolic process (GO:0006807); transport (GO:0006810); monoatomic ion transport (GO:0006811); monoatomic cation transport (GO:0006812); biological_process (GO:0008150); metabolic process (GO:0008152); biosynthetic process (GO:0009058); nucleotide metabolic process (GO:0009117); nucleoside monophosphate metabolic process (GO:0009123); nucleoside monophosphate biosynthetic process (GO:0009124); purine nucleoside monophosphate metabolic process (GO:0009126); purine nucleoside monophosphate biosynthetic process (GO:0009127); nucleoside triphosphate metabolic process (GO:0009141); nucleoside triphosphate biosynthetic process (GO:0009142); purine nucleoside triphosphate metabolic process (GO:0009144); purine nucleoside triphosphate biosynthetic process (GO:0009145); purine ribonucleotide metabolic process (GO:0009150); purine ribonucleotide biosynthetic process (GO:0009152); ribonucleoside monophosphate biosynthetic process (GO:0009156); obsolete ribonucleoside monophosphate metabolic process (GO:0009161); nucleotide biosynthetic process (GO:0009165); purine ribonucleoside monophosphate metabolic process (GO:0009167); purine ribonucleoside monophosphate biosynthetic process (GO:0009168); obsolete ribonucleoside triphosphate metabolic process (GO:0009199); ribonucleoside triphosphate biosynthetic process (GO:0009201); purine ribonucleoside triphosphate metabolic process (GO:0009205); purine ribonucleoside triphosphate biosynthetic process (GO:0009206); ribonucleotide metabolic process (GO:0009259); ribonucleotide biosynthetic process (GO:0009260); cellular process (GO:0009987); GO:0015672; energy coupled proton transport, down electrochemical gradient (GO:0015985); proton motive force-driven ATP synthesis (GO:0015986); membrane (GO:0016020); proton-transporting two-sector ATPase complex (GO:0016469); GO:0017144; obsolete heterocycle biosynthetic process (GO:0018130); obsolete aromatic compound biosynthetic process (GO:0019438); organophosphate metabolic process (GO:0019637); ribose phosphate metabolic process (GO:0019693); protein-containing complex (GO:0032991); proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178); monoatomic ion transmembrane transport (GO:0034220); obsolete cellular nitrogen compound metabolic process (GO:0034641); nucleobase-containing compound biosynthetic process (GO:0034654); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular biosynthetic process (GO:0044249); obsolete cellular nitrogen compound biosynthetic process (GO:0044271); small molecule metabolic process (GO:0044281); obsolete intracellular part (GO:0044424); obsolete membrane part (GO:0044425); obsolete cell part (GO:0044464); proton-transporting ATP synthase complex (GO:0045259); obsolete proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261); ATP metabolic process (GO:0046034); ribose phosphate biosynthetic process (GO:0046390); obsolete heterocycle metabolic process (GO:0046483); localization (GO:0051179); establishment of localization (GO:0051234); transmembrane transport (GO:0055085); nucleobase-containing small molecule metabolic process (GO:0055086); obsolete organic substance metabolic process (GO:0071704); purine-containing compound metabolic process (GO:0072521); purine-containing compound biosynthetic process (GO:0072522); organophosphate biosynthetic process (GO:0090407); monoatomic cation transmembrane transport (GO:0098655); obsolete inorganic ion transmembrane transport (GO:0098660); obsolete inorganic cation transmembrane transport (GO:0098662); membrane protein complex (GO:0098796); carbohydrate derivative metabolic process (GO:1901135); carbohydrate derivative biosynthetic process (GO:1901137); nucleoside phosphate biosynthetic process (GO:1901293); obsolete organic cyclic compound metabolic process (GO:1901360); obsolete organic cyclic compound biosynthetic process (GO:1901362); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance biosynthetic process (GO:1901576); proton transmembrane transport (GO:1902600)"	ko00190; ko00195; ko01100; Oxidative phosphorylation (map00190); Photosynthesis (map00195); Metabolic pathways (map01100)
atpD	"molecular_function (GO:0003674); catalytic activity (GO:0003824); transporter activity (GO:0005215); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); plasma membrane (GO:0005886); nucleobase-containing compound metabolic process (GO:0006139); purine nucleotide metabolic process (GO:0006163); purine nucleotide biosynthetic process (GO:0006164); obsolete cellular aromatic compound metabolic process (GO:0006725); nucleoside phosphate metabolic process (GO:0006753); ATP biosynthetic process (GO:0006754); phosphorus metabolic process (GO:0006793); phosphate-containing compound metabolic process (GO:0006796); obsolete nitrogen compound metabolic process (GO:0006807); transport (GO:0006810); monoatomic ion transport (GO:0006811); monoatomic cation transport (GO:0006812); biological_process (GO:0008150); metabolic process (GO:0008152); monoatomic cation transmembrane transporter activity (GO:0008324); biosynthetic process (GO:0009058); nucleotide metabolic process (GO:0009117); nucleoside monophosphate metabolic process (GO:0009123); nucleoside monophosphate biosynthetic process (GO:0009124); purine nucleoside monophosphate metabolic process (GO:0009126); purine nucleoside monophosphate biosynthetic process (GO:0009127); nucleoside triphosphate metabolic process (GO:0009141); nucleoside triphosphate biosynthetic process (GO:0009142); purine nucleoside triphosphate metabolic process (GO:0009144); purine nucleoside triphosphate biosynthetic process (GO:0009145); purine ribonucleotide metabolic process (GO:0009150); purine ribonucleotide biosynthetic process (GO:0009152); ribonucleoside monophosphate biosynthetic process (GO:0009156); obsolete ribonucleoside monophosphate metabolic process (GO:0009161); nucleotide biosynthetic process (GO:0009165); purine ribonucleoside monophosphate metabolic process (GO:0009167); purine ribonucleoside monophosphate biosynthetic process (GO:0009168); obsolete ribonucleoside triphosphate metabolic process (GO:0009199); ribonucleoside triphosphate biosynthetic process (GO:0009201); purine ribonucleoside triphosphate metabolic process (GO:0009205); purine ribonucleoside triphosphate biosynthetic process (GO:0009206); ribonucleotide metabolic process (GO:0009259); ribonucleotide biosynthetic process (GO:0009260); cellular process (GO:0009987); monoatomic ion transmembrane transporter activity (GO:0015075); GO:0015077; proton transmembrane transporter activity (GO:0015078); obsolete inorganic molecular entity transmembrane transporter activity (GO:0015318); primary active transmembrane transporter activity (GO:0015399); GO:0015405; GO:0015672; energy coupled proton transport, down electrochemical gradient (GO:0015985); proton motive force-driven ATP synthesis (GO:0015986); membrane (GO:0016020); pyrophosphatase activity (GO:0016462); proton-transporting two-sector ATPase complex (GO:0016469); hydrolase activity (GO:0016787); hydrolase activity, acting on acid anhydrides (GO:0016817); hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818); ATP hydrolysis activity (GO:0016887); ribonucleoside triphosphate phosphatase activity (GO:0017111); GO:0017144; obsolete heterocycle biosynthetic process (GO:0018130); obsolete aromatic compound biosynthetic process (GO:0019438); organophosphate metabolic process (GO:0019637); ribose phosphate metabolic process (GO:0019693); ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829); active transmembrane transporter activity (GO:0022804); active monoatomic ion transmembrane transporter activity (GO:0022853); transmembrane transporter activity (GO:0022857); obsolete inorganic cation transmembrane transporter activity (GO:0022890); protein-containing complex (GO:0032991); proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178); monoatomic ion transmembrane transport (GO:0034220); obsolete cellular nitrogen compound metabolic process (GO:0034641); nucleobase-containing compound biosynthetic process (GO:0034654); GO:0036442; GO:0042623; ATPase-coupled ion transmembrane transporter activity (GO:0042625); ATPase-coupled transmembrane transporter activity (GO:0042626); GO:0043492; obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular biosynthetic process (GO:0044249); obsolete cellular nitrogen compound biosynthetic process (GO:0044271); small molecule metabolic process (GO:0044281); obsolete intracellular part (GO:0044424); obsolete membrane part (GO:0044425); obsolete plasma membrane part (GO:0044459); obsolete cell part (GO:0044464); ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769); proton-transporting ATP synthase complex (GO:0045259); obsolete plasma membrane proton-transporting ATP synthase complex (GO:0045260); obsolete proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261); obsolete plasma membrane proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045262); ATP metabolic process (GO:0046034); ribose phosphate biosynthetic process (GO:0046390); obsolete heterocycle metabolic process (GO:0046483); proton-transporting ATP synthase activity, rotational mechanism (GO:0046933); proton-transporting ATPase activity, rotational mechanism (GO:0046961); localization (GO:0051179); establishment of localization (GO:0051234); transmembrane transport (GO:0055085); nucleobase-containing small molecule metabolic process (GO:0055086); obsolete organic substance metabolic process (GO:0071704); cell periphery (GO:0071944); purine-containing compound metabolic process (GO:0072521); purine-containing compound biosynthetic process (GO:0072522); organophosphate biosynthetic process (GO:0090407); GO:0090662; monoatomic cation transmembrane transport (GO:0098655); obsolete inorganic ion transmembrane transport (GO:0098660); obsolete inorganic cation transmembrane transport (GO:0098662); membrane protein complex (GO:0098796); plasma membrane protein complex (GO:0098797); GO:0099131; GO:0099132; carbohydrate derivative metabolic process (GO:1901135); carbohydrate derivative biosynthetic process (GO:1901137); nucleoside phosphate biosynthetic process (GO:1901293); obsolete organic cyclic compound metabolic process (GO:1901360); obsolete organic cyclic compound biosynthetic process (GO:1901362); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance biosynthetic process (GO:1901576); proton transmembrane transport (GO:1902600)"	ko00190; ko00195; ko01100; Oxidative phosphorylation (map00190); Photosynthesis (map00195); Metabolic pathways (map01100)
atpG	"molecular_function (GO:0003674); catalytic activity (GO:0003824); transporter activity (GO:0005215); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); plasma membrane (GO:0005886); nucleobase-containing compound metabolic process (GO:0006139); purine nucleotide metabolic process (GO:0006163); purine nucleotide biosynthetic process (GO:0006164); obsolete cellular aromatic compound metabolic process (GO:0006725); nucleoside phosphate metabolic process (GO:0006753); ATP biosynthetic process (GO:0006754); phosphorus metabolic process (GO:0006793); phosphate-containing compound metabolic process (GO:0006796); obsolete nitrogen compound metabolic process (GO:0006807); transport (GO:0006810); monoatomic ion transport (GO:0006811); monoatomic cation transport (GO:0006812); biological_process (GO:0008150); metabolic process (GO:0008152); monoatomic cation transmembrane transporter activity (GO:0008324); biosynthetic process (GO:0009058); nucleotide metabolic process (GO:0009117); nucleoside monophosphate metabolic process (GO:0009123); nucleoside monophosphate biosynthetic process (GO:0009124); purine nucleoside monophosphate metabolic process (GO:0009126); purine nucleoside monophosphate biosynthetic process (GO:0009127); nucleoside triphosphate metabolic process (GO:0009141); nucleoside triphosphate biosynthetic process (GO:0009142); purine nucleoside triphosphate metabolic process (GO:0009144); purine nucleoside triphosphate biosynthetic process (GO:0009145); purine ribonucleotide metabolic process (GO:0009150); purine ribonucleotide biosynthetic process (GO:0009152); ribonucleoside monophosphate biosynthetic process (GO:0009156); obsolete ribonucleoside monophosphate metabolic process (GO:0009161); nucleotide biosynthetic process (GO:0009165); purine ribonucleoside monophosphate metabolic process (GO:0009167); purine ribonucleoside monophosphate biosynthetic process (GO:0009168); obsolete ribonucleoside triphosphate metabolic process (GO:0009199); ribonucleoside triphosphate biosynthetic process (GO:0009201); purine ribonucleoside triphosphate metabolic process (GO:0009205); purine ribonucleoside triphosphate biosynthetic process (GO:0009206); ribonucleotide metabolic process (GO:0009259); ribonucleotide biosynthetic process (GO:0009260); cellular process (GO:0009987); monoatomic ion transmembrane transporter activity (GO:0015075); GO:0015077; proton transmembrane transporter activity (GO:0015078); obsolete inorganic molecular entity transmembrane transporter activity (GO:0015318); primary active transmembrane transporter activity (GO:0015399); GO:0015405; GO:0015672; energy coupled proton transport, down electrochemical gradient (GO:0015985); proton motive force-driven ATP synthesis (GO:0015986); membrane (GO:0016020); pyrophosphatase activity (GO:0016462); proton-transporting two-sector ATPase complex (GO:0016469); hydrolase activity (GO:0016787); hydrolase activity, acting on acid anhydrides (GO:0016817); hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818); ATP hydrolysis activity (GO:0016887); ribonucleoside triphosphate phosphatase activity (GO:0017111); GO:0017144; obsolete heterocycle biosynthetic process (GO:0018130); obsolete aromatic compound biosynthetic process (GO:0019438); organophosphate metabolic process (GO:0019637); ribose phosphate metabolic process (GO:0019693); ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829); active transmembrane transporter activity (GO:0022804); active monoatomic ion transmembrane transporter activity (GO:0022853); transmembrane transporter activity (GO:0022857); obsolete inorganic cation transmembrane transporter activity (GO:0022890); protein-containing complex (GO:0032991); proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178); monoatomic ion transmembrane transport (GO:0034220); obsolete cellular nitrogen compound metabolic process (GO:0034641); nucleobase-containing compound biosynthetic process (GO:0034654); GO:0036442; GO:0042623; ATPase-coupled ion transmembrane transporter activity (GO:0042625); ATPase-coupled transmembrane transporter activity (GO:0042626); GO:0043492; obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular biosynthetic process (GO:0044249); obsolete cellular nitrogen compound biosynthetic process (GO:0044271); small molecule metabolic process (GO:0044281); obsolete intracellular part (GO:0044424); obsolete membrane part (GO:0044425); obsolete plasma membrane part (GO:0044459); obsolete cell part (GO:0044464); ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769); proton-transporting ATP synthase complex (GO:0045259); obsolete plasma membrane proton-transporting ATP synthase complex (GO:0045260); obsolete proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261); obsolete plasma membrane proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045262); ATP metabolic process (GO:0046034); ribose phosphate biosynthetic process (GO:0046390); obsolete heterocycle metabolic process (GO:0046483); proton-transporting ATP synthase activity, rotational mechanism (GO:0046933); proton-transporting ATPase activity, rotational mechanism (GO:0046961); localization (GO:0051179); establishment of localization (GO:0051234); transmembrane transport (GO:0055085); nucleobase-containing small molecule metabolic process (GO:0055086); obsolete organic substance metabolic process (GO:0071704); cell periphery (GO:0071944); purine-containing compound metabolic process (GO:0072521); purine-containing compound biosynthetic process (GO:0072522); organophosphate biosynthetic process (GO:0090407); GO:0090662; monoatomic cation transmembrane transport (GO:0098655); obsolete inorganic ion transmembrane transport (GO:0098660); obsolete inorganic cation transmembrane transport (GO:0098662); membrane protein complex (GO:0098796); plasma membrane protein complex (GO:0098797); GO:0099131; GO:0099132; carbohydrate derivative metabolic process (GO:1901135); carbohydrate derivative biosynthetic process (GO:1901137); nucleoside phosphate biosynthetic process (GO:1901293); obsolete organic cyclic compound metabolic process (GO:1901360); obsolete organic cyclic compound biosynthetic process (GO:1901362); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance biosynthetic process (GO:1901576); proton transmembrane transport (GO:1902600)"	ko00190; ko00195; ko01100; Oxidative phosphorylation (map00190); Photosynthesis (map00195); Metabolic pathways (map01100)
atpA	"molecular_function (GO:0003674); catalytic activity (GO:0003824); transporter activity (GO:0005215); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); plasma membrane (GO:0005886); nucleobase-containing compound metabolic process (GO:0006139); purine nucleotide metabolic process (GO:0006163); purine nucleotide biosynthetic process (GO:0006164); obsolete cellular aromatic compound metabolic process (GO:0006725); nucleoside phosphate metabolic process (GO:0006753); ATP biosynthetic process (GO:0006754); phosphorus metabolic process (GO:0006793); phosphate-containing compound metabolic process (GO:0006796); obsolete nitrogen compound metabolic process (GO:0006807); transport (GO:0006810); monoatomic ion transport (GO:0006811); monoatomic cation transport (GO:0006812); biological_process (GO:0008150); metabolic process (GO:0008152); monoatomic cation transmembrane transporter activity (GO:0008324); biosynthetic process (GO:0009058); nucleotide metabolic process (GO:0009117); nucleoside monophosphate metabolic process (GO:0009123); nucleoside monophosphate biosynthetic process (GO:0009124); purine nucleoside monophosphate metabolic process (GO:0009126); purine nucleoside monophosphate biosynthetic process (GO:0009127); nucleoside triphosphate metabolic process (GO:0009141); nucleoside triphosphate biosynthetic process (GO:0009142); purine nucleoside triphosphate metabolic process (GO:0009144); purine nucleoside triphosphate biosynthetic process (GO:0009145); purine ribonucleotide metabolic process (GO:0009150); purine ribonucleotide biosynthetic process (GO:0009152); ribonucleoside monophosphate biosynthetic process (GO:0009156); obsolete ribonucleoside monophosphate metabolic process (GO:0009161); nucleotide biosynthetic process (GO:0009165); purine ribonucleoside monophosphate metabolic process (GO:0009167); purine ribonucleoside monophosphate biosynthetic process (GO:0009168); obsolete ribonucleoside triphosphate metabolic process (GO:0009199); ribonucleoside triphosphate biosynthetic process (GO:0009201); purine ribonucleoside triphosphate metabolic process (GO:0009205); purine ribonucleoside triphosphate biosynthetic process (GO:0009206); ribonucleotide metabolic process (GO:0009259); ribonucleotide biosynthetic process (GO:0009260); cellular process (GO:0009987); monoatomic ion transmembrane transporter activity (GO:0015075); GO:0015077; proton transmembrane transporter activity (GO:0015078); obsolete inorganic molecular entity transmembrane transporter activity (GO:0015318); primary active transmembrane transporter activity (GO:0015399); GO:0015405; GO:0015672; energy coupled proton transport, down electrochemical gradient (GO:0015985); proton motive force-driven ATP synthesis (GO:0015986); membrane (GO:0016020); pyrophosphatase activity (GO:0016462); proton-transporting two-sector ATPase complex (GO:0016469); hydrolase activity (GO:0016787); hydrolase activity, acting on acid anhydrides (GO:0016817); hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818); ATP hydrolysis activity (GO:0016887); ribonucleoside triphosphate phosphatase activity (GO:0017111); GO:0017144; obsolete heterocycle biosynthetic process (GO:0018130); obsolete aromatic compound biosynthetic process (GO:0019438); organophosphate metabolic process (GO:0019637); ribose phosphate metabolic process (GO:0019693); ATPase-coupled monoatomic cation transmembrane transporter activity (GO:0019829); active transmembrane transporter activity (GO:0022804); active monoatomic ion transmembrane transporter activity (GO:0022853); transmembrane transporter activity (GO:0022857); obsolete inorganic cation transmembrane transporter activity (GO:0022890); protein-containing complex (GO:0032991); proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178); monoatomic ion transmembrane transport (GO:0034220); obsolete cellular nitrogen compound metabolic process (GO:0034641); nucleobase-containing compound biosynthetic process (GO:0034654); GO:0042623; ATPase-coupled ion transmembrane transporter activity (GO:0042625); ATPase-coupled transmembrane transporter activity (GO:0042626); GO:0043492; obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular biosynthetic process (GO:0044249); obsolete cellular nitrogen compound biosynthetic process (GO:0044271); small molecule metabolic process (GO:0044281); obsolete intracellular part (GO:0044424); obsolete membrane part (GO:0044425); obsolete plasma membrane part (GO:0044459); obsolete cell part (GO:0044464); ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769); proton-transporting ATP synthase complex (GO:0045259); obsolete plasma membrane proton-transporting ATP synthase complex (GO:0045260); obsolete proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261); obsolete plasma membrane proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045262); ATP metabolic process (GO:0046034); ribose phosphate biosynthetic process (GO:0046390); obsolete heterocycle metabolic process (GO:0046483); proton-transporting ATP synthase activity, rotational mechanism (GO:0046933); localization (GO:0051179); establishment of localization (GO:0051234); transmembrane transport (GO:0055085); nucleobase-containing small molecule metabolic process (GO:0055086); obsolete organic substance metabolic process (GO:0071704); cell periphery (GO:0071944); purine-containing compound metabolic process (GO:0072521); purine-containing compound biosynthetic process (GO:0072522); organophosphate biosynthetic process (GO:0090407); GO:0090662; monoatomic cation transmembrane transport (GO:0098655); obsolete inorganic ion transmembrane transport (GO:0098660); obsolete inorganic cation transmembrane transport (GO:0098662); membrane protein complex (GO:0098796); plasma membrane protein complex (GO:0098797); GO:0099131; GO:0099132; carbohydrate derivative metabolic process (GO:1901135); carbohydrate derivative biosynthetic process (GO:1901137); nucleoside phosphate biosynthetic process (GO:1901293); obsolete organic cyclic compound metabolic process (GO:1901360); obsolete organic cyclic compound biosynthetic process (GO:1901362); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance biosynthetic process (GO:1901576); proton transmembrane transport (GO:1902600)"	ko00190; ko00195; ko01100; Oxidative phosphorylation (map00190); Photosynthesis (map00195); Metabolic pathways (map01100)
